,original_text,masked_text,prediction,matching_count,total_count
3733,"the man's face became openly defiant. ""it is my business, and not yours.","the man's face became openly defiant. ""it is my business, and not yours.","the man's face became openly defiant. ""it is my business, and not yours.",0,0
3734,"i will not tell.""","i will not tell.""","i will not tell.""",0,0
3735,,,,0,0
3736,"""then you leave my employment right away.""","""then you leave my employment right away.""","""then you leave my employment right away.""",0,0
3737,,,,0,0
3738,"""very good, sir. if i must i must.""","""very good, sir. if i must i must.""","""very good, sir. if i must i must.""",0,0
3739,,,,0,0
3740,"""and you go in disgrace. by thunder, you may well be ashamed of","""and you go <mask> disgrace. <mask> thunder, you may well be ashamed <mask>","""and you go  in disgrace.  With thunder, you may well be ashamed .""",1,3
3741,yourself. your family has lived with mine for over a hundred years under,yourself. your family has lived <mask> mine <mask> over a hundred years under,yourself. your family has lived  in mine  for over a hundred years under,1,2
3742,"this roof, and here i find you deep in some dark plot against me.""","this roof, and here i find you deep <mask> some dark plot against me.""","this roof, and here i find you deep  in some dark plot against me.""",1,1
3743,,,,0,0
3744,"""no, no, sir; no, not against you!"" it was a woman's voice, and mrs.","""no, no, sir; no, not against you!"" it was a woman's voice, and mrs.","""no, no, sir; no, not against you!"" it was a woman's voice, and mrs.",0,0
3745,"barrymore, paler and more horror-struck than her husband, was standing","barrymore, paler and more horror-struck than her husband, was standing","barrymore, paler and more horror-struck than her husband, was standing",0,0
3746,at the door. her bulky figure in a shawl and skirt might have been comic, <mask> the door. her bulky figure <mask> a shawl and skirt might have been comic, opening the door. her bulky figure  in a shawl and skirt might have been comic,1,2
3747,were it not for the intensity of feeling upon her face.,were it not <mask> the intensity <mask> feeling upon her face.,were it not  for the intensity  of feeling upon her face.,2,2
3748,,,,0,0
3749,"""we have to go, eliza. this is the end of it. you can pack our things,""","""we have <mask> go, eliza. this is the end <mask> it. you can pack our things,""","""we have  to go, eliza. this is the end  of it. you can pack our things,""",2,2
3750,said the butler.,said the butler.,said the butler.,0,0
3751,,,,0,0
3752,"""oh, john, john, have i brought you to this? it is my doing, sir","""oh, john, john, have i brought you <mask> this? it is my doing, sir","""oh, john, john, have i brought you  all this? it is my doing, sir",0,1
3753,henry--all mine. he has done nothing except for my sake and because i,henry--all mine. he has done nothing except <mask> my sake and because i,henry--all mine. he has done nothing except  for my sake and because i,1,1
3754,"asked him.""","asked him.""","asked him.""",0,0
3755,,,,0,0
3756,"""speak out, then! what does it mean?""","""speak out, then! what does it mean?""","""speak out, then! what does it mean?""",0,0
3757,,,,0,0
3758,"""my unhappy brother is starving on the moor. we cannot let him perish at","""my unhappy brother is starving <mask> the moor. we cannot let him perish <mask>","""my unhappy brother is starving  on the moor. we cannot let him perish .""",1,2
3759,"our very gates. the light is a signal to him that food is ready for him,","our very gates. the light is a signal <mask> him that food is ready <mask> him,","our very gates. the light is a signal  to him that food is ready  for him,",2,2
3760,"and his light out yonder is to show the spot to which to bring it.""","and his light out yonder is <mask> show the spot <mask> which <mask> bring it.""","and his light out yonder is  to show the spot  to which  to bring it.""",3,3
3761,,,,0,0
3762,"""then your brother is--""","""then your brother is--""","""then your brother is--""",0,0
3763,,,,0,0
3764,"""the escaped convict, sir--selden, the criminal.""","""the escaped convict, sir--selden, the criminal.""","""the escaped convict, sir--selden, the criminal.""",0,0
3765,,,,0,0
3766,"""that's the truth, sir,"" said barrymore. ""i said that it was not my","""that's the truth, sir,"" said barrymore. ""i said that it was not my","""that's the truth, sir,"" said barrymore. ""i said that it was not my",0,0
3767,"secret and that i could not tell it to you. but now you have heard it,","secret and that i could not tell it <mask> you. but now you have heard it,","secret and that i could not tell it  to you. but now you have heard it,",1,1
3768,"and you will see that if there was a plot it was not against you.""","and you will see that if there was a plot it was not against you.""","and you will see that if there was a plot it was not against you.""",0,0
3769,,,,0,0
3770,"this, then, was the explanation of the stealthy expeditions at night","this, then, was the explanation <mask> the stealthy expeditions <mask> night","this, then, was the explanation  for the stealthy expeditions  at night",1,2
3771,and the light at the window. sir henry and i both stared at the woman in,and the light <mask> the window. sir henry and i both stared <mask> the woman <mask>,and the light  from the window. sir henry and i both stared  at the woman .,1,3
3772,amazement. was it possible that this stolidly respectable person was of,amazement. was it possible that this stolidly respectable person was <mask>,amazement. was it possible that this stolidly respectable person was ?,0,1
3773,the same blood as one of the most notorious criminals in the country?,the same blood as one <mask> the most notorious criminals <mask> the country?,the same blood as one  of the most notorious criminals  in the country?,2,2
3774,,,,0,0
3775,"""yes, sir, my name was selden, and he is my younger brother. we humoured","""yes, sir, my name was selden, and he is my younger brother. we humoured","""yes, sir, my name was selden, and he is my younger brother. we humoured",0,0
3776,him too much when he was a lad and gave him his own way in everything,him too much when he was a lad and gave him his own way <mask> everything,him too much when he was a lad and gave him his own way  with everything,0,1
3777,"until he came to think that the world was made for his pleasure, and","until he came <mask> think that the world was made <mask> his pleasure, and","until he came  to think that the world was made  for his pleasure, and",2,2
